form_name,field_name,page
05e - Period 4 Part 3 Final v1.0,PI to authorise. Full meal must be consumed within 20 minutes to proceed with dosing.,443
05e - Period 4 Part 3 Final v1.0,"Check the Volunteer ID in eSource matches the volunteer (Initials, DOB and Photographic ID)",443
05e - Period 4 Part 3 Final v1.0,Check the volunteer panel number on the wristband matches eSource,443
05e - Period 4 Part 3 Final v1.0,Check the participant number in eSource matches the Instruction to Dispense and Dose,443
05e - Period 4 Part 3 Final v1.0,Has the participant refrained from drinking water for at least 1 hour prior to dosing?,444
05e - Period 4 Part 3 Final v1.0,Has the participant fasted for 10 hours prior to dosing?,444
05e - Period 4 Part 3 Final v1.0,"Has the participant consumed breakfast per the protocol requirements, over 20 minutes and",444
05e - Period 4 Part 3 Final v1.0,Pre dose blood draws for PK sample taken?,444
05e - Period 4 Part 3 Final v1.0,Have all required pre dose procedures been completed?,445
05e - Period 4 Part 3 Final v1.0,Is the participant eligible to dose?,445
05e - Period 4 Part 3 Final v1.0,Enter the product details,445
05e - Period 4 Part 3 Final v1.0,Does the Product label match the Instruction to Dispense and Dose?,446
05e - Period 4 Part 3 Final v1.0,Final check performed,446
05e - Period 4 Part 3 Final v1.0,Time of administration of study treatment,446
05e - Period 4 Part 3 Final v1.0,Has the participant been provided with 240 mL of water?,446
05e - Period 4 Part 3 Final v1.0,Has a hand and mouth check been performed?,446
05e - Period 4 Part 3 Final v1.0,Has the participant been reminded to refrain from water for 2 hours post-dose?,447
05e - Period 4 Part 3 Final v1.0,Has the participant been advised to minimise exposure to sunlight from dosing for at least 7,447
05e - Period 4 Part 3 Final v1.0,"Due to the unavailability of phototoxic data, participants will be advised to minimize exposure to sunlight by spending a reduced amount of time outdoors/remaining inside the clinical unit during the residential periods of the study wearing sunglasses and clothing that minimizes exposure to sunlight and using sun cream on exposed areas when going outdoors. They will also be advised not to use sunbeds.",447
05e - Period 4 Part 3 Final v1.0,Confirm dosing is complete (Operator to complete (switch user)),447
05e - Period 4 Part 3 Final v1.0,What is the status of the subject?,447
05e - Period 4 Part 3 Final v1.0,PK Sample for Bioanalysis - Gently invert tube 8-10 times immediately after collection and,448
05e - Period 4 Part 3 Final v1.0,Barcode:,448
05e - Period 4 Part 3 Final v1.0,Confirm an AE and Conmed check has been performed (Record any AE and Conmeds if,448
05e - Period 4 Part 3 Final v1.0,Stanford Sleepiness Scale Questionnaire - Date and Time (Transcribe from paper source,448
05e - Period 4 Part 3 Final v1.0,Degree of Sleepiness,448
05e - Period 4 Part 3 Final v1.0,12 Lead Standard ECG,450
05e - Period 4 Part 3 Final v1.0,"Exclude if - QT interval corrected for heart rate using Fridericia’s formula (QTcF) >450 msec for male participants or >470 msec for female participants, QRS interval >120 msec, or PR interval >200 msec.  (Supine for a minimum 3 minutes)",450
05e - Period 4 Part 3 Final v1.0,ECG Rhythm assessment and interpretation,450
05e - Period 4 Part 3 Final v1.0,Was the ECG clinically significant? (Medic to assess),451
05e - Period 4 Part 3 Final v1.0,ECG Findings,451
05e - Period 4 Part 3 Final v1.0,"ECG Findings, including rhythm assessment",451
05e - Period 4 Part 3 Final v1.0,ECG Difference Calculation - a participant will be withdrawn where there is an increase in QTcF,451
05e - Period 4 Part 3 Final v1.0,PK Sample for Bioanalysis - Gently invert tube 8-10 times immediately after collection and,451
05e - Period 4 Part 3 Final v1.0,Barcode:,451
05e - Period 4 Part 3 Final v1.0,Confirm an AE and Conmed check has been performed (Record any AE and Conmeds if,452
05e - Period 4 Part 3 Final v1.0,Has the volunteer been provided with water 2 hrs post-dose?,452
05e - Period 4 Part 3 Final v1.0,Stanford Sleepiness Scale Questionnaire - Date and Time (Transcribe from paper source,452
05e - Period 4 Part 3 Final v1.0,Degree of Sleepiness,452
05e - Period 4 Part 3 Final v1.0,Targeted Physical Examination:  Does the participant require a targeted physical examination?,453
05e - Period 4 Part 3 Final v1.0,Targeted Physical Examination Findings: Any clinically significant abnormal,453
05e - Period 4 Part 3 Final v1.0,"If yes, were there any clinically significant abnormal findings?",453
05e - Period 4 Part 3 Final v1.0,Physical Examination Category,453
05e - Period 4 Part 3 Final v1.0,Detailed findings of Physical Examination,454
05e - Period 4 Part 3 Final v1.0,Targeted Neurological Examination:  Does the participant require a targeted neurological,455
05e - Period 4 Part 3 Final v1.0,Targeted Neurological Examination: Any clinically significant abnormal,455
05e - Period 4 Part 3 Final v1.0,"If yes, were there any clinically significant abnormal findings?",455
05e - Period 4 Part 3 Final v1.0,Targeted Neurological Examination Category,455
05e - Period 4 Part 3 Final v1.0,Detailed findings of Targeted Neurological Examination,456
05e - Period 4 Part 3 Final v1.0,Vital Signs,456
05e - Period 4 Part 3 Final v1.0,Clinical Assessment of Vital Signs (Medic or Nurse to assess vital signs),457
05e - Period 4 Part 3 Final v1.0,Vital Sign Findings,457
05e - Period 4 Part 3 Final v1.0,Vital Signs Standing BP and HR (Standing for at least 3 minutes),457
05e - Period 4 Part 3 Final v1.0,Is there a drop in SYSTOLIC BP from supine to standing?,458
05e - Period 4 Part 3 Final v1.0,Is there a drop in DIASTOLIC BP from supine to standing?,458
05e - Period 4 Part 3 Final v1.0,Vital Signs Difference for SYSTOLIC Drop,458
05e - Period 4 Part 3 Final v1.0,Vital Signs Difference for DIASTOLIC Drop,458
05e - Period 4 Part 3 Final v1.0,Clinical Assessment of Standing Vital Signs (Medic or Nurse to assess vital signs),458
05e - Period 4 Part 3 Final v1.0,Vital Sign Findings,459
05e - Period 4 Part 3 Final v1.0,PK Sample for Bioanalysis - Gently invert tube 8-10 times immediately after collection and,459
05e - Period 4 Part 3 Final v1.0,Barcode:,459
05e - Period 4 Part 3 Final v1.0,Confirm an AE and Conmed check has been performed (Record any AE and Conmeds if,459
05e - Period 4 Part 3 Final v1.0,Confirm Lunch Provided,459
05e - Period 4 Part 3 Final v1.0,PK Sample for Bioanalysis - Gently invert tube 8-10 times immediately after collection and,460
05e - Period 4 Part 3 Final v1.0,Barcode:,460
05e - Period 4 Part 3 Final v1.0,Confirm an AE and Conmed check has been performed (Record any AE and Conmeds if,460
05e - Period 4 Part 3 Final v1.0,Vital Signs,460
05e - Period 4 Part 3 Final v1.0,Clinical Assessment of Vital Signs (Medic or Nurse to assess vital signs),461
05e - Period 4 Part 3 Final v1.0,Vital Sign Findings,461
05e - Period 4 Part 3 Final v1.0,Vital Signs Standing BP and HR (Standing for at least 3 minutes),461
05e - Period 4 Part 3 Final v1.0,Is there a drop in SYSTOLIC BP from supine to standing?,462
05e - Period 4 Part 3 Final v1.0,Is there a drop in DIASTOLIC BP from supine to standing?,462
05e - Period 4 Part 3 Final v1.0,Vital Signs Difference for SYSTOLIC Drop,462
05e - Period 4 Part 3 Final v1.0,Vital Signs Difference for DIASTOLIC Drop,463
05e - Period 4 Part 3 Final v1.0,Clinical Assessment of Standing Vital Signs (Medic or Nurse to assess vital signs),463
05e - Period 4 Part 3 Final v1.0,Vital Sign Findings,463
05e - Period 4 Part 3 Final v1.0,PK Sample for Bioanalysis - Gently invert tube 8-10 times immediately after collection and,463
05e - Period 4 Part 3 Final v1.0,Barcode:,463
05e - Period 4 Part 3 Final v1.0,Confirm an AE and Conmed check has been performed (Record any AE and Conmeds if,463
05e - Period 4 Part 3 Final v1.0,Stanford Sleepiness Scale Questionnaire - Date and Time (Transcribe from paper source,464
05e - Period 4 Part 3 Final v1.0,Degree of Sleepiness,464
05e - Period 4 Part 3 Final v1.0,PK Sample for Bioanalysis - Gently invert tube 8-10 times immediately after collection and,464
05e - Period 4 Part 3 Final v1.0,Barcode:,464
05e - Period 4 Part 3 Final v1.0,Confirm an AE and Conmed check has been performed (Record any AE and Conmeds if,465
05e - Period 4 Part 3 Final v1.0,Vital Signs,465
05e - Period 4 Part 3 Final v1.0,Clinical Assessment of Vital Signs (Medic or Nurse to assess vital signs),465
05e - Period 4 Part 3 Final v1.0,Vital Sign Findings,466
05e - Period 4 Part 3 Final v1.0,Vital Signs Standing BP and HR (Standing for at least 3 minutes),466
05e - Period 4 Part 3 Final v1.0,Is there a drop in SYSTOLIC BP from supine to standing?,466
05e - Period 4 Part 3 Final v1.0,Is there a drop in DIASTOLIC BP from supine to standing?,466
05e - Period 4 Part 3 Final v1.0,Vital Signs Difference for SYSTOLIC Drop,467
05e - Period 4 Part 3 Final v1.0,Vital Signs Difference for DIASTOLIC Drop,467
05e - Period 4 Part 3 Final v1.0,Clinical Assessment of Standing Vital Signs (Medic or Nurse to assess vital signs),467
05e - Period 4 Part 3 Final v1.0,Vital Sign Findings,467
05e - Period 4 Part 3 Final v1.0,PK Sample for Bioanalysis - Gently invert tube 8-10 times immediately after collection and,468
05e - Period 4 Part 3 Final v1.0,Barcode:,468
05e - Period 4 Part 3 Final v1.0,Confirm an AE and Conmed check has been performed (Record any AE and Conmeds if,468
05e - Period 4 Part 3 Final v1.0,Confirm Dinner Provided,468
05e - Period 4 Part 3 Final v1.0,12 Lead Standard ECG,468
05e - Period 4 Part 3 Final v1.0,"Exclude if - QT interval corrected for heart rate using Fridericia’s formula (QTcF) >450 msec for male participants or >470 msec for female participants, QRS interval >120 msec, or PR interval >200 msec.  (Supine for a minimum 3 minutes)",468
05e - Period 4 Part 3 Final v1.0,ECG Rhythm assessment and interpretation,469
05e - Period 4 Part 3 Final v1.0,Was the ECG clinically significant? (Medic to assess),469
05e - Period 4 Part 3 Final v1.0,ECG Findings,469
05e - Period 4 Part 3 Final v1.0,"ECG Findings, including rhythm assessment",470
05e - Period 4 Part 3 Final v1.0,ECG Difference Calculation - a participant will be withdrawn where there is an increase in QTcF,470
05e - Period 4 Part 3 Final v1.0,Vital Signs,470
05e - Period 4 Part 3 Final v1.0,Clinical Assessment of Vital Signs (Medic or Nurse to assess vital signs),471
05e - Period 4 Part 3 Final v1.0,Vital Sign Findings,471
05e - Period 4 Part 3 Final v1.0,Vital Signs Standing BP and HR (Standing for at least 3 minutes),471
05e - Period 4 Part 3 Final v1.0,Is there a drop in SYSTOLIC BP from supine to standing?,472
05e - Period 4 Part 3 Final v1.0,Is there a drop in DIASTOLIC BP from supine to standing?,472
05e - Period 4 Part 3 Final v1.0,Vital Signs Difference for SYSTOLIC Drop,472
05e - Period 4 Part 3 Final v1.0,Vital Signs Difference for DIASTOLIC Drop,472
05e - Period 4 Part 3 Final v1.0,Clinical Assessment of Standing Vital Signs (Medic or Nurse to assess vital signs),472
05e - Period 4 Part 3 Final v1.0,Vital Sign Findings,473
05e - Period 4 Part 3 Final v1.0,PK Sample for Bioanalysis - Gently invert tube 8-10 times immediately after collection and,473
05e - Period 4 Part 3 Final v1.0,Barcode:,473
05e - Period 4 Part 3 Final v1.0,Confirm an AE and Conmed check has been performed (Record any AE and Conmeds if,473
05e - Period 4 Part 3 Final v1.0,Stanford Sleepiness Scale Questionnaire - Date and Time (Transcribe from paper source,473
05e - Period 4 Part 3 Final v1.0,Degree of Sleepiness,474
05e - Period 4 Part 3 Final v1.0,Confirm Evening Snack Provided,474
05e - Period 4 Part 3 Final v1.0,PK Sample for Bioanalysis - Gently invert tube 8-10 times immediately after collection and,474
05e - Period 4 Part 3 Final v1.0,Barcode:,474
05e - Period 4 Part 3 Final v1.0,Confirm an AE and Conmed check has been performed (Record any AE and Conmeds if,475
05e - Period 4 Part 3 Final v1.0,Record time of urine sample (Collect Urine Sample),475
05e - Period 4 Part 3 Final v1.0,"What was the bilirubin result?  If any positive result, inform medic/PI. (Perform urinalysis and",475
05e - Period 4 Part 3 Final v1.0,"What was the urobilinogen result?  If any positive result, inform medic/PI. (Perform urinalysis",476
05e - Period 4 Part 3 Final v1.0,"What was the ketone result?  If any positive result, inform medic/PI. (Perform urinalysis and",476
05e - Period 4 Part 3 Final v1.0,"What was the glucose result?  If any positive result, inform medic/PI. (Perform urinalysis and",476
05e - Period 4 Part 3 Final v1.0,What was the protein result?,477
05e - Period 4 Part 3 Final v1.0,"IF PROTEIN ≥ 30mg/dl:  Repeat urinalysis as soon as possible, ensuring a clean catch specimen. If protein remains ≥ 30mg/dl on repeat, then inform PI/medic. (Perform urinalysis and read results)",477
05e - Period 4 Part 3 Final v1.0,What was the blood result? (Perform urinalysis and read results),477
05e - Period 4 Part 3 Final v1.0,What was the nitrite result? (Perform urinalysis and read results),478
05e - Period 4 Part 3 Final v1.0,Record pH value (Perform urinalysis and read results),478
05e - Period 4 Part 3 Final v1.0,Record specific gravity of sample (Perform urinalysis and read results),479
05e - Period 4 Part 3 Final v1.0,What was the leukocyte result? (Perform urinalysis and read results),480
05e - Period 4 Part 3 Final v1.0,"Is participant female and menstruating? (If 'Yes', DO NOT send sample for Microscopy. If 'No',",480
05e - Period 4 Part 3 Final v1.0,Confirm sample sent for microscopy (Complete associated paperwork),480
05e - Period 4 Part 3 Final v1.0,Has urinalysis been repeated as soon as possible with a clean catch specimen?,481
05e - Period 4 Part 3 Final v1.0,Ensure events are repeated to capture this data.,481
05e - Period 4 Part 3 Final v1.0,Urinalysis Microscopy Sample (20 mL Sterilin screw cap),481
05e - Period 4 Part 3 Final v1.0,Barcode:,481
05e - Period 4 Part 3 Final v1.0,Confirm TDL form completed:,481
05e - Period 4 Part 3 Final v1.0,Has there been a medic review of the Microscopy results?,481
05e - Period 4 Part 3 Final v1.0,Urine Pregnancy test (N/A if male),481
05e - Period 4 Part 3 Final v1.0,Positive result for Urine Pregnancy (Medic to exclude subject),482
05e - Period 4 Part 3 Final v1.0,12 Lead Standard ECG,482
05e - Period 4 Part 3 Final v1.0,"Exclude if - QT interval corrected for heart rate using Fridericia’s formula (QTcF) >450 msec for male participants or >470 msec for female participants, QRS interval >120 msec, or PR interval >200 msec.  (Supine for a minimum 3 minutes)",482
05e - Period 4 Part 3 Final v1.0,ECG Rhythm assessment and interpretation,483
05e - Period 4 Part 3 Final v1.0,Was the ECG clinically significant? (Medic to assess),483
05e - Period 4 Part 3 Final v1.0,ECG Findings,483
05e - Period 4 Part 3 Final v1.0,"ECG Findings, including rhythm assessment",483
05e - Period 4 Part 3 Final v1.0,ECG Difference Calculation - a participant will be withdrawn where there is an increase in QTcF,484
05e - Period 4 Part 3 Final v1.0,Vital Signs,484
05e - Period 4 Part 3 Final v1.0,Clinical Assessment of Vital Signs (Medic or Nurse to assess vital signs),484
05e - Period 4 Part 3 Final v1.0,Vital Sign Findings,485
05e - Period 4 Part 3 Final v1.0,Vital Signs Standing BP and HR (Standing for at least 3 minutes),485
05e - Period 4 Part 3 Final v1.0,Is there a drop in SYSTOLIC BP from supine to standing?,485
05e - Period 4 Part 3 Final v1.0,Is there a drop in DIASTOLIC BP from supine to standing?,485
05e - Period 4 Part 3 Final v1.0,Vital Signs Difference for SYSTOLIC Drop,486
05e - Period 4 Part 3 Final v1.0,Vital Signs Difference for DIASTOLIC Drop,486
05e - Period 4 Part 3 Final v1.0,Clinical Assessment of Standing Vital Signs (Medic or Nurse to assess vital signs),486
05e - Period 4 Part 3 Final v1.0,Vital Sign Findings,486
05e - Period 4 Part 3 Final v1.0,Has the participant fasted for 8 hours?,486
05e - Period 4 Part 3 Final v1.0,Haematology – Mix tube gently by inverting 8–10 times (2 mL K3EDTA),487
05e - Period 4 Part 3 Final v1.0,Barcode:,487
05e - Period 4 Part 3 Final v1.0,Has there been a medic review of the Haematology blood results?,487
05e - Period 4 Part 3 Final v1.0,Chemistry – Mix tube gently by inverting 5–6 times (5 mL SST),487
05e - Period 4 Part 3 Final v1.0,Has there been a medic review of the Clinical Chemistry blood results?,487
05e - Period 4 Part 3 Final v1.0,Confirm TDL form completed:,488
05e - Period 4 Part 3 Final v1.0,PK Sample for Bioanalysis - Gently invert tube 8-10 times immediately after collection and,488
05e - Period 4 Part 3 Final v1.0,Barcode:,488
05e - Period 4 Part 3 Final v1.0,Confirm an AE and Conmed check has been performed (Record any AE and Conmeds if,488
05e - Period 4 Part 3 Final v1.0,Stanford Sleepiness Scale Questionnaire - Date and Time (Transcribe from paper source,488
05e - Period 4 Part 3 Final v1.0,Degree of Sleepiness,488
05e - Period 4 Part 3 Final v1.0,PK Sample for Bioanalysis - Gently invert tube 8-10 times immediately after collection and,489
05e - Period 4 Part 3 Final v1.0,Barcode:,489
05e - Period 4 Part 3 Final v1.0,Confirm an AE and Conmed check has been performed (Record any AE and Conmeds if,489
05e - Period 4 Part 3 Final v1.0,Confirm an AE and Conmed check has been performed (Record any AE and Conmeds if,490
05e - Period 4 Part 3 Final v1.0,Vital Signs,490
05e - Period 4 Part 3 Final v1.0,Clinical Assessment of Vital Signs (Medic or Nurse to assess vital signs),490
05e - Period 4 Part 3 Final v1.0,Vital Sign Findings,491
05e - Period 4 Part 3 Final v1.0,Vital Signs Standing BP and HR (Standing for at least 3 minutes),491
05e - Period 4 Part 3 Final v1.0,Is there a drop in SYSTOLIC BP from supine to standing?,491
05e - Period 4 Part 3 Final v1.0,Is there a drop in DIASTOLIC BP from supine to standing?,491
05e - Period 4 Part 3 Final v1.0,Vital Signs Difference for SYSTOLIC Drop,492
05e - Period 4 Part 3 Final v1.0,Vital Signs Difference for DIASTOLIC Drop,492
05e - Period 4 Part 3 Final v1.0,Clinical Assessment of Standing Vital Signs (Medic or Nurse to assess vital signs),492
05e - Period 4 Part 3 Final v1.0,Vital Sign Findings,492
05e - Period 4 Part 3 Final v1.0,PK Sample for Bioanalysis - Gently invert tube 8-10 times immediately after collection and,493
05e - Period 4 Part 3 Final v1.0,Barcode:,493
05e - Period 4 Part 3 Final v1.0,Confirm an AE and Conmed check has been performed (Record any AE and Conmeds if,493
05e - Period 4 Part 3 Final v1.0,Record time of urine sample (Collect Urine Sample),493
05e - Period 4 Part 3 Final v1.0,"What was the bilirubin result?  If any positive result, inform medic/PI. (Perform urinalysis and",493
05e - Period 4 Part 3 Final v1.0,"What was the urobilinogen result?  If any positive result, inform medic/PI. (Perform urinalysis",493
05e - Period 4 Part 3 Final v1.0,"What was the ketone result?  If any positive result, inform medic/PI. (Perform urinalysis and",494
05e - Period 4 Part 3 Final v1.0,"What was the glucose result?  If any positive result, inform medic/PI. (Perform urinalysis and",494
05e - Period 4 Part 3 Final v1.0,What was the protein result?,495
05e - Period 4 Part 3 Final v1.0,"IF PROTEIN ≥ 30mg/dl:  Repeat urinalysis as soon as possible, ensuring a clean catch specimen. If protein remains ≥ 30mg/dl on repeat, then inform PI/medic. (Perform urinalysis and read results)",495
05e - Period 4 Part 3 Final v1.0,What was the blood result? (Perform urinalysis and read results),495
05e - Period 4 Part 3 Final v1.0,What was the nitrite result? (Perform urinalysis and read results),496
05e - Period 4 Part 3 Final v1.0,Record pH value (Perform urinalysis and read results),497
05e - Period 4 Part 3 Final v1.0,Record specific gravity of sample (Perform urinalysis and read results),497
05e - Period 4 Part 3 Final v1.0,What was the leukocyte result? (Perform urinalysis and read results),498
05e - Period 4 Part 3 Final v1.0,"Is participant female and menstruating? (If 'Yes', DO NOT send sample for Microscopy. If 'No',",498
05e - Period 4 Part 3 Final v1.0,Confirm sample sent for microscopy (Complete associated paperwork),498
05e - Period 4 Part 3 Final v1.0,Has urinalysis been repeated as soon as possible with a clean catch specimen?,499
05e - Period 4 Part 3 Final v1.0,Ensure events are repeated to capture this data.,499
05e - Period 4 Part 3 Final v1.0,Urinalysis Microscopy Sample (20 mL Sterilin screw cap),499
05e - Period 4 Part 3 Final v1.0,Barcode:,499
05e - Period 4 Part 3 Final v1.0,Confirm TDL form completed:,499
05e - Period 4 Part 3 Final v1.0,Has there been a medic review of the Microscopy results?,499
05e - Period 4 Part 3 Final v1.0,12 Lead Standard ECG,500
05e - Period 4 Part 3 Final v1.0,"Exclude if - QT interval corrected for heart rate using Fridericia’s formula (QTcF) >450 msec for male participants or >470 msec for female participants, QRS interval >120 msec, or PR interval >200 msec.  (Supine for a minimum 3 minutes)",500
05e - Period 4 Part 3 Final v1.0,ECG Rhythm assessment and interpretation,500
05e - Period 4 Part 3 Final v1.0,Was the ECG clinically significant? (Medic to assess),500
05e - Period 4 Part 3 Final v1.0,ECG Findings,501
05e - Period 4 Part 3 Final v1.0,"ECG Findings, including rhythm assessment",501
05e - Period 4 Part 3 Final v1.0,ECG Difference Calculation - a participant will be withdrawn where there is an increase in QTcF,501
05e - Period 4 Part 3 Final v1.0,Vital Signs,501
05e - Period 4 Part 3 Final v1.0,Clinical Assessment of Vital Signs (Medic or Nurse to assess vital signs),502
05e - Period 4 Part 3 Final v1.0,Vital Sign Findings,502
05e - Period 4 Part 3 Final v1.0,Vital Signs Standing BP and HR (Standing for at least 3 minutes),503
05e - Period 4 Part 3 Final v1.0,Is there a drop in SYSTOLIC BP from supine to standing?,503
05e - Period 4 Part 3 Final v1.0,Is there a drop in DIASTOLIC BP from supine to standing?,503
05e - Period 4 Part 3 Final v1.0,Vital Signs Difference for SYSTOLIC Drop,503
05e - Period 4 Part 3 Final v1.0,Vital Signs Difference for DIASTOLIC Drop,504
05e - Period 4 Part 3 Final v1.0,Clinical Assessment of Standing Vital Signs (Medic or Nurse to assess vital signs),504
05e - Period 4 Part 3 Final v1.0,Vital Sign Findings,504
05e - Period 4 Part 3 Final v1.0,Has the participant fasted for 8 hours?,504
05e - Period 4 Part 3 Final v1.0,Haematology – Mix tube gently by inverting 8–10 times (2 mL K3EDTA),505
05e - Period 4 Part 3 Final v1.0,Barcode:,505
05e - Period 4 Part 3 Final v1.0,Has there been a medic review of the Haematology blood results?,505
05e - Period 4 Part 3 Final v1.0,Chemistry – Mix tube gently by inverting 5–6 times (5 mL SST),505
05e - Period 4 Part 3 Final v1.0,Has there been a medic review of the Clinical Chemistry blood results?,505
05e - Period 4 Part 3 Final v1.0,Confirm TDL form completed:,506
05e - Period 4 Part 3 Final v1.0,PK Sample for Bioanalysis - Gently invert tube 8-10 times immediately after collection and,506
05e - Period 4 Part 3 Final v1.0,Barcode:,506
05e - Period 4 Part 3 Final v1.0,Confirm an AE and Conmed check has been performed (Record any AE and Conmeds if,506
05e - Period 4 Part 3 Final v1.0,C-SSRS Questionnaire - Date and Time (Transcribe from C-SSRS paper source workbook),506
05e - Period 4 Part 3 Final v1.0,1. Wish to be dead,507
05e - Period 4 Part 3 Final v1.0,"Subject endorses thoughts about a wish to be dead or not alive anymore, or a wish to fall asleep and not wake up.",507
05e - Period 4 Part 3 Final v1.0,2. Non-specific Active Suicidal Thoughts,507
05e - Period 4 Part 3 Final v1.0,"General non-specific thoughts of wanting to end one's life / commit suicide (e.g. ""I've thought about killing myself"") without thoughts of ways to kill oneself / associated methods, intent, or plan during the assessment period.",507
05e - Period 4 Part 3 Final v1.0,3. Active Suicidal Ideation with Any Methods (Not Plan) Without Intent to Act,508
05e - Period 4 Part 3 Final v1.0,"Subject endorses thoughts of suicide and has thought of at least one method during the assessment period. This is different from a specific plan with time, place or method details worked out (e.g. thought of method to kill self but not a specific plan). Includes person who would say, ""I thought about taking an overdose but I never made a specific plan as to when, where or how I would actually do it… and I would never go through with it"".",508
05e - Period 4 Part 3 Final v1.0,"4. Active Suicidal Ideation with Some Intent to Act, without Specific Plan",508
05e - Period 4 Part 3 Final v1.0,"Active suicidal thoughts of killing oneself and subject reports having some intent to act on such thoughts, as opposed to ""I have the thoughts but I definitely will not do anything about them"".",508
05e - Period 4 Part 3 Final v1.0,5. Active Suicidal Ideation with Specific Plan and Intent,509
05e - Period 4 Part 3 Final v1.0,Thoughts of killing oneself with details of plan fully or partially worked out and subject has some intent to carry it out.,509
05e - Period 4 Part 3 Final v1.0,Most Severe Ideation,509
05e - Period 4 Part 3 Final v1.0,"The following feature should be rated with respect to the most severe type of ideation (i.e. 1-5 from above, with 1 being the least severe and 5 being the most severe). Ask about time he/she was feeling the most suicidal.",509
05e - Period 4 Part 3 Final v1.0,Frequency,510
05e - Period 4 Part 3 Final v1.0,Duration,510
05e - Period 4 Part 3 Final v1.0,Controllability,510
05e - Period 4 Part 3 Final v1.0,Deterrents,511
05e - Period 4 Part 3 Final v1.0,Reasons for Ideation,512
05e - Period 4 Part 3 Final v1.0,Or both?),512
05e - Period 4 Part 3 Final v1.0,Actual Attempt (Since Last Visit),513
05e - Period 4 Part 3 Final v1.0,"A potentially self-injurious act committed with at least some wish to die, as a result of act. Behaviour was in part thought of as method to kill oneself. Intent does not have to be 100%. If there is any intent/desire to die associated with the act, then it can be considered an actual suicide attempt. There does not have to be any injury or harm, just the potential for injury or harm. If person pulls trigger while gun is in mouth but gun is broken so no injury results, this is considered an attempt. Inferring Intent: Even if an individual denies intent/wish to die, it may be inferred clinically from the behaviour or circumstances. For example, a highly lethal act that is clearly not an accident so no other intent but suicide can be inferred (e.g. gunshot to head, jumping from window of a high floor/storey). Also, if someone denies intent to die, but they thought that what they did could be lethal, intent maybe inferred.",513
05e - Period 4 Part 3 Final v1.0,Have you done anything to harm yourself?,513
05e - Period 4 Part 3 Final v1.0,"Have you done anything dangerous where you could have died?  (What did you do?  Did you ___ as a way to end your life?  Did you want to die (even a little) when you___?  Were you trying to end your life when you___?  Or did you think it was possible you could have died from___?) Or did you do it purely for other reasons / without ANY intention of killing yourself (like to relieve stress, feel better, get sympathy, or get something else to happen)? (Self-Injurious Behaviour without suicidal intent))",513
05e - Period 4 Part 3 Final v1.0,Total Number of Attempts,513
05e - Period 4 Part 3 Final v1.0,Has subject engaged in Non-Suicidal Self-Injurious Behaviour (Since Last Visit),514
05e - Period 4 Part 3 Final v1.0,Interrupted Attempt (Since Last Visit),514
05e - Period 4 Part 3 Final v1.0,"When the person is interrupted (by an outside circumstance) from starting the potentially self- injurious act (if not for that, actual attempt would have occurred). Overdose: Person has pills in hand but is stopped from ingesting. Once they ingest any pills, this becomes an attempt rather than an interrupted attempt. Shooting: Person has gun pointed towards self, gun is taken away by someone else, or he/she is somehow prevented from pulling trigger. Once they pull the trigger, even if the gun fails to fire, it is an attempt. Jumping: Person is poised to jump, is grabbed and taken down from ledge. Hanging: Person has noose around neck but has not yet started to hang - is stopped from doing so.",514
05e - Period 4 Part 3 Final v1.0,Total Number of Interrupted,514
05e - Period 4 Part 3 Final v1.0,Aborted Attempt (Since Last Visit),515
05e - Period 4 Part 3 Final v1.0,"When person begins to take steps towards making a suicide attempt, but stops themselves before they actually have engaged in any self-destructive behaviour. Examples are similar to interrupted attempts, except that the individual stops him/herself instead of being stopped by something else.",515
05e - Period 4 Part 3 Final v1.0,Total Number of Aborted,515
05e - Period 4 Part 3 Final v1.0,"Acts or preparation towards imminently making a suicide attempt. This can include anything beyond a verbalisation or thought, such as assembling a specific method (e.g. buying pills, purchasing a gun) or preparing for one's death by suicide (e.g. giving things away, writing a suicide note).",515
05e - Period 4 Part 3 Final v1.0,Preparatory Acts or Behaviour (Since Last Visit),516
05e - Period 4 Part 3 Final v1.0,"Acts or preparation towards imminently making a suicide attempt. This can include anything beyond a verbalisation or thought, such as assembling a specific method (e.g. buying pills, purchasing a gun) or preparing for one's death by suicide (e.g. giving things away, writing a suicide note).",516
05e - Period 4 Part 3 Final v1.0,Suicidal Behaviour (Since Last Visit),516
05e - Period 4 Part 3 Final v1.0,Suicidal behaviour was present during the assessment period?,516
05e - Period 4 Part 3 Final v1.0,Suicide (Since Last Visit),516
05e - Period 4 Part 3 Final v1.0,Most Lethal Attempt Date,517
05e - Period 4 Part 3 Final v1.0,Actual Lethality/Medical Damage - Most Lethal Attempt,517
05e - Period 4 Part 3 Final v1.0,Potential Lethality - Most Lethal Attempt Code,518
05e - Period 4 Part 3 Final v1.0,Targeted Physical Examination:  Does the participant require a targeted physical examination?,518
05e - Period 4 Part 3 Final v1.0,Targeted Physical Examination Findings: Any clinically significant abnormal,518
05e - Period 4 Part 3 Final v1.0,"If yes, were there any clinically significant abnormal findings?",518
05e - Period 4 Part 3 Final v1.0,Physical Examination Category,518
05e - Period 4 Part 3 Final v1.0,Detailed findings of Physical Examination,519
